pl_name,hostname,pl_refname,pl_pubdate,soltype,pl_controv_flag,default_flag,discoverymethod,disc_year,disc_telescope,disc_facility,ra,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orblper,pl_orbincl,pl_imppar,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_masse,pl_msinie,pl_dens,pl_insol,pl_eqt,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tsystemref,pl_trandur,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_radv,st_spectype,sy_jmag,sy_hmag,sy_kmag,sy_vmag,sy_gaiamag
"TOI-942 c","TOI-942","<a refstr=CARLEO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..71C/abstract target=ref>Carleo et al. 2021</a>","2021-01","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",76.6496172,-20.2456126,10.16050000000,0.00560000000,-0.00530000000,0.0880000000,0.0014000000,-0.0014000000,0.175000,268.0000,89.20000,0.285000,4.79300000,0.41000000,-0.35100000,37.00000000,,,37.00000000,,,,,2458447.05423000,0.00394100,-0.00411900,"BJD",3.7230000,12.00000,4969.00,0.893000,0.880000,0.0000,25.30000,"K2.5 V",10.2310000,9.7470000,9.6390000,11.9820000,11.6346000
"TOI-942 c","TOI-942","<a refstr=WIRTH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...917L..34W/abstract target=ref>Wirth et al. 2021</a>","2021-08","Published Confirmed",0,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",76.6496172,-20.2456126,10.15627200000,0.00003700000,-0.00003400000,0.0859800000,0.0002700000,-0.0002200000,0.320000,20.0000,89.16000,,4.67000000,0.34000000,-0.30000000,,,,,,,,,2458447.05630000,0.00190000,-0.00200000,"BJD",,,,0.894000,0.822000,,,,10.2310000,9.7470000,9.6390000,11.9820000,11.6346000
"TOI-942 c","TOI-942","<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>","2021-01","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",76.6496172,-20.2456126,10.15643000000,0.00006900000,-0.00007900000,0.0847000000,0.0012000000,-0.0011000000,0.000000,,89.54000,0.149000,5.79000000,0.19000000,-0.18000000,794.57500000,,,794.57500000,,,,,2458447.05630000,0.00230000,-0.00230000,"BJD-TDB",1.9185600,284.00000,4928.00,1.022000,0.788000,-0.2210,25.32100,,10.2310000,9.7470000,9.6390000,11.9820000,11.6346000
"TOI-251 b","TOI-251","<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>","2022-05","Published Confirmed",0,0,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",353.0620655,-37.2558629,4.93772540000,0.00001000000,-0.00001060000,,,,,,,0.380000,,,,,,,,,,,,2459107.83910000,0.00100000,-0.00110000,"BJD",,,5875.00,0.881000,1.036000,-0.1060,-2.05900,,8.7660000,8.4980000,8.4260000,9.8870000,9.7541100
"TOI-251 b","TOI-251","<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>","2021-01","Published Confirmed",0,1,"Transit",2021,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",353.0620655,-37.2558629,4.93777000000,0.00002800000,-0.00002900000,0.0574100000,0.0002300000,-0.0001700000,0.000000,,87.52000,0.607000,2.74000000,0.18000000,-0.18000000,317.83000000,,,317.83000000,,,,,2458357.30548000,0.00130000,-0.00150000,"BJD-TDB",2.2320000,120.00000,5875.00,0.881000,1.036000,-0.1060,-2.05900,,8.7660000,8.4980000,8.4260000,9.8870000,9.7541100
"TOI-776 b","TOI-776","<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>","2021-01","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",178.5779970,-37.5533568,8.24661000000,0.00005000000,-0.00004000000,0.0652000000,0.0015000000,-0.0015000000,0.060000,-67.0000,89.65000,0.250000,1.85000000,0.13000000,-0.13000000,4.00000000,0.90000000,-0.90000000,4.00000000,,3.400000,11.5000,514.00,2458571.41670000,0.00100000,-0.00110000,"BJD",2.4100000,1.88000,3709.00,0.538000,0.544000,-0.2000,,"M1 V",8.4830000,7.8770000,7.6150000,11.5360000,10.7409000
"TOI-776 b","TOI-776","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",178.5779970,-37.5533568,8.24663000000,0.00001900000,-0.00001900000,,,,0.060000,293.0000,89.65000,,,,,,,,,,,,,2458785.82769000,0.00078000,-0.00078000,"BJD-TDB",,,3709.00,0.538000,0.544000,-0.2000,,"M1 V",8.4830000,7.8770000,7.6150000,11.5360000,10.7409000
"TOI-776 b","TOI-776","<a refstr=FRIDLUND_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..12F/abstract target=ref>Fridlund et al. 2024</a>","2024-04","Published Confirmed",0,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",178.5779970,-37.5533568,8.24662000000,0.00002400000,-0.00003100000,0.0653000000,0.0014000000,-0.0016000000,0.052000,45.0000,89.41000,0.260000,1.79800000,0.07800000,-0.07700000,5.00000000,1.60000000,-1.60000000,5.00000000,,4.800000,,520.00,2459288.87130000,0.00100000,-0.00110000,"BJD-TDB",2.3820000,2.40000,3725.00,0.547000,0.542000,-0.2100,,,8.4830000,7.8770000,7.6150000,11.5360000,10.7409000
"TOI-776 c","TOI-776","<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>","2021-01","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",178.5779970,-37.5533568,15.66530000000,0.00040000000,-0.00030000000,0.1000000000,0.0024000000,-0.0024000000,0.040000,-11.0000,89.51000,0.270000,2.02000000,0.14000000,-0.14000000,5.30000000,1.80000000,-1.80000000,5.30000000,,3.500000,4.9000,415.00,2458572.59990000,0.00180000,-0.00160000,"BJD",2.9900000,2.05000,3709.00,0.538000,0.544000,-0.2000,,"M1 V",8.4830000,7.8770000,7.6150000,11.5360000,10.7409000
"TOI-776 c","TOI-776","<a refstr=FRIDLUND_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..12F/abstract target=ref>Fridlund et al. 2024</a>","2024-04","Published Confirmed",0,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",178.5779970,-37.5533568,15.66532300000,0.00007500000,-0.00007000000,0.1001000000,0.0022000000,-0.0024000000,0.089000,7.0000,89.49000,0.350000,2.04700000,0.08100000,-0.07800000,6.90000000,2.60000000,-2.50000000,6.90000000,,4.400000,,420.00,2459324.53478000,0.00080000,-0.00077000,"BJD-TDB",2.9320000,2.65000,3725.00,0.547000,0.542000,-0.2100,,,8.4830000,7.8770000,7.6150000,11.5360000,10.7409000
"TOI-776 c","TOI-776","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",178.5779970,-37.5533568,15.66534000000,0.00003800000,-0.00003800000,,,,0.040000,349.0000,89.51000,,,,,,,,,,,,,2459026.89405000,0.00088000,-0.00088000,"BJD-TDB",,,3709.00,0.538000,0.544000,-0.2000,,"M1 V",8.4830000,7.8770000,7.6150000,11.5360000,10.7409000
"TOI-561 b","TOI-561","<a refstr=LACEDELLI_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.4148L/abstract target=ref>Lacedelli et al. 2021</a>","2021-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,0.44657800000,0.00001700000,-0.00001700000,0.0105500000,0.0000800000,-0.0000800000,0.000000,90.0000,87.00000,0.140000,1.42300000,0.06600000,-0.06600000,1.59000000,0.36000000,-0.36000000,1.59000000,,3.000000,,,2458517.49800000,0.00100000,-0.00100000,"BJD",1.3270000,1.56000,5455.00,0.849000,0.785000,-0.3300,,"G9 V",8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 b","TOI-561","<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","2024-06","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,0.44656895000,0.00000078000,-0.00000078000,0.0104000000,0.0002000000,-0.0002000000,0.000000,90.0000,,0.273199,1.45661206,0.05259739,-0.04565459,3.00000000,0.45000000,-0.45000000,3.00000000,,5.300000,,2134.77,2458517.94528000,0.00072000,-0.00072000,"BJD",1.3492821,2.99000,5342.00,0.856600,0.760100,-0.3030,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 b","TOI-561","<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>","2024-12","Published Confirmed",0,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,0.44656970000,0.00000030000,-0.00000030000,0.0106400000,0.0001600000,-0.0001600000,0.000000,0.0000,87.00000,0.140000,1.39700000,0.02700000,-0.02700000,2.02000000,0.23000000,-0.23000000,2.02000000,,4.100000,4709.0000,2319.00,2459317.75002000,0.00041000,-0.00041000,"BJD-TDB",1.3080000,1.95000,,0.843000,0.806000,,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 b","TOI-561","<a refstr=BRINKMAN_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...88B/abstract target=ref>Brinkman et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,0.44656880000,0.00000080000,-0.00000080000,0.0106000000,0.0004000000,-0.0004000000,0.000000,0.0000,87.90000,0.100000,1.37000000,0.04000000,-0.04000000,2.24000000,0.20000000,-0.20000000,2.24000000,,4.800000,,,2458517.49840000,0.00190000,-0.00190000,"BJD",,2.18000,5326.00,0.832000,0.805000,-0.4100,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 b","TOI-561","<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>","2022-04","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,0.44656880000,0.00000070000,-0.00000080000,0.0106000000,0.0001000000,-0.0001000000,0.000000,90.0000,87.20000,0.130000,1.42500000,0.03700000,-0.03700000,2.00000000,0.23000000,-0.23000000,2.00000000,,3.800000,4745.0000,2310.00,2459317.74980000,0.00050000,-0.00050000,"BJD",1.3100000,1.93000,5372.00,0.843000,0.806000,-0.4000,79.54000,"G9 V",8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 b","TOI-561","<a refstr=WEISS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...56W/abstract target=ref>Weiss et al. 2021</a>","2021-02","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,0.44657300000,0.00003200000,-0.00002100000,0.0106400000,0.0001300000,-0.0001300000,0.000000,,,0.300000,1.45000000,0.11000000,-0.11000000,3.20000000,0.80000000,-0.80000000,3.20000000,,5.500000,,2480.00,2458517.49730000,0.00180000,-0.00180000,"BJD",1.4200000,3.10000,5326.00,0.832000,0.805000,-0.4100,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 c","TOI-561","<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>","2024-12","Published Confirmed",0,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,10.77883800000,0.00001800000,-0.00001800000,0.0889000000,0.0013000000,-0.0013000000,0.023000,219.0000,89.61000,0.150000,2.86500000,0.04100000,-0.04100000,5.93000000,0.67000000,-0.67000000,5.93000000,,1.300000,67.5000,802.00,2459238.46284000,0.00079000,-0.00079000,"BJD-TDB",3.7390000,1.98000,,0.843000,0.806000,,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 c","TOI-561","<a refstr=LACEDELLI_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.4148L/abstract target=ref>Lacedelli et al. 2021</a>","2021-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,10.77900000000,0.00400000000,-0.00400000000,0.0880900000,0.0007000000,-0.0007000000,0.060000,200.0000,89.53000,0.180000,2.87800000,0.09600000,-0.09600000,5.40000000,0.98000000,-0.98000000,5.40000000,,1.300000,,,2458527.06000000,0.00400000,-0.00400000,"BJD",3.7700000,1.84000,5455.00,0.849000,0.785000,-0.3300,,"G9 V",8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 c","TOI-561","<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>","2022-04","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,10.77883100000,0.00003400000,-0.00003600000,0.0884000000,0.0009000000,-0.0009000000,0.030000,291.0000,89.69000,0.120000,2.91000000,0.04000000,-0.04000000,5.39000000,0.69000000,-0.68000000,5.39000000,,1.200000,68.2000,800.00,2459238.46290000,0.00080000,-0.00090000,"BJD",3.7500000,1.81000,5372.00,0.843000,0.806000,-0.4000,79.54000,"G9 V",8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 c","TOI-561","<a refstr=WEISS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...56W/abstract target=ref>Weiss et al. 2021</a>","2021-02","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,10.77892000000,0.00015000000,-0.00015000000,0.0888000000,0.0011000000,-0.0011000000,0.000000,,,0.200000,2.90000000,0.13000000,-0.13000000,7.00000000,2.30000000,-2.30000000,7.00000000,,1.600000,,860.00,2458527.05825000,0.00053000,-0.00053000,"BJD",4.0400000,2.40000,5326.00,0.832000,0.805000,-0.4100,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 c","TOI-561","<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","2024-06","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,10.77884900000,0.00003200000,-0.00003200000,0.0870000000,0.0020000000,-0.0020000000,0.000000,90.0000,,0.352814,2.92706747,0.20454034,-0.09961404,6.90000000,1.30000000,-1.20000000,6.90000000,,1.500000,,738.68,2458527.06060000,0.00230000,-0.00230000,"BJD",3.8271489,2.41000,5342.00,0.856600,0.760100,-0.3030,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 c","TOI-561","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,10.77882900000,0.00002500000,-0.00002500000,,,,0.060000,200.0000,89.53000,,,,,,,,,,,,,2459055.22290000,0.00120000,-0.00120000,"BJD-TDB",,,5455.00,0.849000,0.785000,-0.3300,,"G9 V",8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 c","TOI-561","<a refstr=BRINKMAN_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...88B/abstract target=ref>Brinkman et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,10.77883100000,0.00003600000,-0.00003600000,0.0890000000,0.0030000000,-0.0030000000,,,,,2.91000000,0.04000000,-0.04000000,6.60000000,0.73000000,-0.73000000,6.60000000,,1.460000,,,,,,,,2.22000,5326.00,0.832000,0.805000,-0.4100,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 d","TOI-561","<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>","2024-12","Published Confirmed",1,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,25.71268000000,0.00012000000,-0.00012000000,0.1587000000,0.0024000000,-0.0024000000,0.111000,-131.0000,89.51000,0.360000,2.61500000,0.05900000,-0.05900000,13.33000000,0.98000000,-0.98000000,13.33000000,,4.100000,21.2000,600.00,2459318.97110000,0.00210000,-0.00210000,"BJD-TDB",4.7300000,3.36000,,0.843000,0.806000,,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 d","TOI-561","<a refstr=BRINKMAN_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...88B/abstract target=ref>Brinkman et al. 2023</a>","2023-03","Published Confirmed",1,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,25.71240000000,0.00020000000,-0.00020000000,0.1590000000,0.0060000000,-0.0060000000,,,,,2.82000000,0.07000000,-0.07000000,12.15000000,1.10000000,-1.10000000,12.15000000,,2.810000,,,,,,,,3.04000,5326.00,0.832000,0.805000,-0.4100,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 d","TOI-561","<a refstr=LACEDELLI_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.4148L/abstract target=ref>Lacedelli et al. 2021</a>","2021-03","Published Confirmed",1,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,25.62000000000,0.04000000000,-0.04000000000,0.1569000000,0.0012000000,-0.0012000000,0.051000,246.0000,89.54000,0.320000,2.53000000,0.13000000,-0.13000000,11.95000000,1.28000000,-1.28000000,11.95000000,,4.100000,,,2458521.88200000,0.00400000,-0.00400000,"BJD",4.8500000,3.06000,5455.00,0.849000,0.785000,-0.3300,,"G9 V",8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 d","TOI-561","<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","2024-06","Published Confirmed",1,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,25.71255000000,0.00014000000,-0.00014000000,0.1560000000,0.0030000000,-0.0030000000,0.000000,90.0000,,0.282951,2.72148317,0.11439872,-0.09602034,11.00000000,1.80000000,-1.80000000,11.00000000,,2.970000,,552.84,2458521.88150000,0.00410000,-0.00410000,"BJD",5.1930486,2.86000,5342.00,0.856600,0.760100,-0.3030,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 d","TOI-561","<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>","2022-04","Published Confirmed",1,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,25.71240000000,0.00010000000,-0.00020000000,0.1580000000,0.0020000000,-0.0020000000,0.122000,235.0000,89.40000,0.450000,2.82000000,0.07000000,-0.07000000,13.20000000,1.00000000,-0.90000000,13.20000000,,3.200000,21.4000,598.00,2459318.96600000,0.00300000,-0.00400000,"BJD",4.5400000,3.34000,5372.00,0.843000,0.806000,-0.4000,79.54000,"G9 V",8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 e","TOI-561","<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>","2024-12","Published Confirmed",1,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,77.14400000000,0.00027000000,-0.00027000000,0.3300000000,0.0050000000,-0.0050000000,0.074000,148.0000,89.86400,0.190000,2.51700000,0.04500000,-0.04500000,12.40000000,1.40000000,-1.40000000,12.40000000,,4.300000,4.8900,416.00,2458538.18030000,0.00350000,-0.00350000,"BJD-TDB",7.1380000,2.16000,,0.843000,0.806000,,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 e","TOI-561","<a refstr=LACEDELLI_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.4148L/abstract target=ref>Lacedelli et al. 2021</a>","2021-03","Published Confirmed",1,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,77.23000000000,0.39000000000,-0.39000000000,0.3274000000,0.0028000000,-0.0027000000,0.061000,155.0000,89.75000,0.340000,2.67000000,0.11000000,-0.11000000,16.00000000,2.30000000,-2.30000000,16.00000000,,4.600000,,,2458538.18100000,0.00400000,-0.00400000,"BJD",6.9600000,2.84000,5455.00,0.849000,0.785000,-0.3300,,"G9 V",8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 e","TOI-561","<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>","2022-04","Published Confirmed",1,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,77.03000000000,0.25000000000,-0.24000000000,0.3280000000,0.0030000000,-0.0030000000,0.079000,143.0000,89.80000,0.280000,2.55000000,0.12000000,-0.13000000,12.60000000,1.40000000,-1.40000000,12.60000000,,4.200000,4.9600,415.00,2458538.18000000,0.00400000,-0.00500000,"BJD",6.9800000,2.19000,5372.00,0.843000,0.806000,-0.4000,79.54000,"G9 V",8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 e","TOI-561","<a refstr=BRINKMAN_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...88B/abstract target=ref>Brinkman et al. 2023</a>","2023-03","Published Confirmed",1,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,77.03000000000,0.25000000000,-0.25000000000,0.3300000000,0.0100000000,-0.0100000000,,,,,2.55000000,0.13000000,-0.13000000,13.60000000,1.40000000,-1.40000000,13.60000000,,4.910000,,,,,,,,2.36000,5326.00,0.832000,0.805000,-0.4100,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"TOI-561 e","TOI-561","<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","2024-06","Published Confirmed",1,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",148.1851516,6.2161030,77.90000000000,1.50000000000,-1.50000000000,0.3270000000,0.0080000000,-0.0080000000,0.000000,90.0000,,,,,,8.20000000,3.00000000,-3.20000000,8.20000000,,,,,2458536.20000000,7.30000000,-7.30000000,"BJD",,1.48000,5342.00,0.856600,0.760100,-0.3030,,,8.8790000,8.5040000,8.3940000,10.2520000,10.0128000
"HD 108236 b","HD 108236","<a refstr=DAYLAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...85D/abstract target=ref>Daylan et al. 2021</a>","2021-02","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",186.5740627,-51.3630519,3.79523000000,0.00047000000,-0.00044000000,0.0469000000,0.0017000000,-0.0017000000,0.200000,190.0000,87.88000,0.380000,1.58600000,0.09800000,-0.09800000,,,,,,,,1099.00,2458572.11280000,0.00310000,-0.00360000,"BJD",2.3000000,,5730.00,0.888000,0.970000,-0.3000,,"G3 V",8.0460000,7.7030000,7.6370000,9.2500000,9.0874500
"HD 108236 b","HD 108236","<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>","2021-02","Published Confirmed",0,1,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",186.5740627,-51.3630519,3.79596300000,0.00002500000,-0.00003400000,0.0452700000,0.0009600000,-0.0008800000,0.045000,126.0000,87.59000,0.452000,1.61500000,0.05100000,-0.05100000,,,,,,,,,2458773.29640000,0.00130000,-0.00130000,"BJD",2.3840000,,5660.00,0.877000,0.869000,-0.2800,,,8.0460000,7.7030000,7.6370000,9.2500000,9.0874500
"HD 108236 b","HD 108236","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","2023-03","Published Confirmed",0,0,"Transit",2020,"0.1 m TESS Telescope","Transiting Exoplanet Survey Satellite (TESS)",186.5740627,-51.3630519,3.79666000000,0.00017000000,-0.00017000000,,,,0.200000,190.0000,87.88000,,,,,,,,,,,,,2459027.67400000,0.01500000,-0.01500000,"BJD-TDB",,,5730.00,0.888000,0.970000,-0.3000,,"G3 V",8.0460000,7.7030000,7.6370000,9.2500000,9.0874500
